HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	Chromosome	Accession Numbers	Entrez Gene ID	Ensembl Gene ID	RefSeq IDs	Vega ID	OMIM ID(supplied by OMIM)	UniProt ID(supplied by UniProt)
HGNC:28391	SUSD3	sushi domain containing 3	Approved		MGC26847	9q22.32	AK128289	203328	ENSG00000157303	NM_145006	OTTHUMG00000020241	616429	Q96L08
HGNC:25470	SUSD4	sushi domain containing 4	Approved		FLJ10052	1q41	AK096265	55061	ENSG00000143502	NM_017982	OTTHUMG00000037936	615827	Q5VX71
HGNC:29061	SUSD5	sushi domain containing 5	Approved		KIAA0527	3p23	AB011099	26032	ENSG00000173705	XM_171054	OTTHUMG00000155829		O60279
HGNC:19956	SUSD6	sushi domain containing 6	Approved	KIAA0247		14q24.1	D87434	9766	ENSG00000100647	NM_014734	OTTHUMG00000171234		Q92537
HGNC:11479	SUV39H1	suppressor of variegation 3-9 homolog 1 (Drosophila)	Approved	SUV39H	KMT1A	Xp11.23	AF019968	6839	ENSG00000101945	NM_003173	OTTHUMG00000022701	300254	O43463
HGNC:17287	SUV39H2	suppressor of variegation 3-9 homolog 2 (Drosophila)	Approved		FLJ23414, KMT1B	10p13	AK027067	79723	ENSG00000152455	NM_024670	OTTHUMG00000017718	606503	Q9H5I1
HGNC:24283	SUV420H1	suppressor of variegation 4-20 homolog 1 (Drosophila)	Approved		CGI-85, KMT5B	11q13.2	AL512763	51111	ENSG00000110066	NM_017635	OTTHUMG00000150484	610881	Q4FZB7
HGNC:28405	SUV420H2	suppressor of variegation 4-20 homolog 2 (Drosophila)	Approved		MGC2705, KMT5C	19q13.42	BC005842	84787	ENSG00000133247	NM_032701	OTTHUMG00000150483	613198	Q86Y97
HGNC:17101	SUZ12	SUZ12 polycomb repressive complex 2 subunit	Approved		JJAZ1, KIAA0160, CHET9	17q21	D63881	23512	ENSG00000178691	NM_015355	OTTHUMG00000132813	606245	Q15022
HGNC:20566	SV2A	synaptic vesicle glycoprotein 2A	Approved		SV2, KIAA0736	1q21.2	AB018279		ENSG00000159164		OTTHUMG00000012209	185860	Q7L0J3
HGNC:16874	SV2B	synaptic vesicle glycoprotein 2B	Approved		KIAA0735, HsT19680	15q26.1	AB018278	9899	ENSG00000185518	NM_014848	OTTHUMG00000149833	185861	Q7L1I2
HGNC:30670	SV2C	synaptic vesicle glycoprotein 2C	Approved			5q13	AB028977	22987	ENSG00000122012		OTTHUMG00000162384	610291	Q496J9
HGNC:29204	SVBP	small vasohibin binding protein	Approved	CCDC23	MGC45441	1p34.2	AL512353, CAH72714	374969	ENSG00000177868	NM_199342	OTTHUMG00000007566		Q8N300
HGNC:15985	SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	Approved	C9orf13	bA427L11.3, POLYDOM, FLJ13529	9q31-q32	AK027870	79987	ENSG00000165124		OTTHUMG00000020482	611691	Q4LDE5
HGNC:11480	SVIL	supervillin	Approved			10p11.2	AF051851	6840	ENSG00000197321		OTTHUMG00000017882	604126	O95425
HGNC:25238	SVIP	small VCP/p97-interacting protein	Approved		DKFZp313A2432	11p14.3	AF527534	258010	ENSG00000198168	NM_148893	OTTHUMG00000166072		Q8NHG7
HGNC:25417	SVOP	SV2 related protein	Approved		DKFZp761H039	12q24.11	BC033587	55530	ENSG00000166111	NM_018711	OTTHUMG00000169432	611699	Q8N4V2
HGNC:27034	SVOPL	SVOP-like	Approved		MGC46715	7q34	BC036796	136306	ENSG00000157703	NM_174959	OTTHUMG00000155870	611700	Q8N434
HGNC:17070	SWAP70	SWAP switching B-cell complex 70kDa subunit	Approved		KIAA0640, SWAP-70	11p15	AB014540	23075	ENSG00000133789	NM_015055	OTTHUMG00000165865	604762	Q9UH65
HGNC:31412	SWI5	SWI5 homologous recombination repair protein	Approved	C9orf119	bA395P17.9, SAE3	9q34.13	BC029911	375757	ENSG00000175854	NM_001040011	OTTHUMG00000020729	616528	Q1ZZU3
HGNC:26638	SWSAP1	SWIM-type zinc finger 7 associated protein 1	Approved	C19orf39	FLJ35119, ZSWIM7AP1, SWS1AP1	19p13.2	AK092438	126074	ENSG00000173928	NM_175871		614536	Q6NVH7
HGNC:16785	SWT1	SWT1 RNA endoribonuclease homolog	Approved	C1orf26	FLJ20121, HsSwt1	1q25	AF288392	54823	ENSG00000116668	NM_017673	OTTHUMG00000035390		Q5T5J6
HGNC:16273	SYAP1	synapse associated protein 1	Approved		FLJ14495, PRO3113	Xp22.31	AF338728	94056	ENSG00000169895	NM_032796	OTTHUMG00000021192		Q96A49
HGNC:26011	SYBU	syntabulin (syntaxin-interacting)	Approved		FLJ20366, GOLSYN, KIAA1472, OCSYN, SNPHL	8q23.2	AB040905	55638	ENSG00000147642	NM_017786	OTTHUMG00000165634	611568	Q9NX95
HGNC:28852	SYCE1	synaptonemal complex central element protein 1	Approved	C10orf94	bA108K14.6, CT76	10q26.3	AY027808	93426	ENSG00000171772	NM_201564	OTTHUMG00000019321	611486	Q8N0S2
HGNC:37236	SYCE1L	synaptonemal complex central element protein 1-like	Approved		MRP2	16q23.1		100130958	ENSG00000205078	NM_001129979			A8MT33
HGNC:27411	SYCE2	synaptonemal complex central element protein 2	Approved		CESC1	19p13.13	AK097443	256126	ENSG00000161860	XM_497609	OTTHUMG00000180562	611487	Q6PIF2
HGNC:35245	SYCE3	synaptonemal complex central element protein 3	Approved	C22orf41		22q13.33		644186	ENSG00000217442	NM_001123225	OTTHUMG00000150273	615775	A1L190
HGNC:18442	SYCN	syncollin	Approved	INSSA1	SYL, FLJ27441	19q13.2	BC039541	342898	ENSG00000179751		OTTHUMG00000182803		Q0VAF6
HGNC:11487	SYCP1	synaptonemal complex protein 1	Approved		HOM-TES-14, SCP1, CT8	1p13-p12	D67035	6847	ENSG00000198765	NM_003176	OTTHUMG00000012057	602162	Q15431
HGNC:11490	SYCP2	synaptonemal complex protein 2	Approved		SCP2	20q13.33	Y08982	10388	ENSG00000196074	NM_014258	OTTHUMG00000032872	604105	Q9BX26
HGNC:21537	SYCP2L	synaptonemal complex protein 2-like	Approved	C6orf177	dJ62D2.1, NO145	6p24.2	AK128130	221711	ENSG00000153157	NM_194299	OTTHUMG00000014250		Q5T4T6
HGNC:18130	SYCP3	synaptonemal complex protein 3	Approved			12q23.2	AF492003, AI075991	50511	ENSG00000139351	NM_153694	OTTHUMG00000150132	604759	Q8IZU3
HGNC:25824	SYDE1	synapse defective 1, Rho GTPase, homolog 1 (C. elegans)	Approved		7h3, FLJ13511	19p13.12	BC029926	85360	ENSG00000105137	NM_033025	OTTHUMG00000183207		Q6ZW31
HGNC:25841	SYDE2	synapse defective 1, Rho GTPase, homolog 2 (C. elegans)	Approved		FLJ13815	1p22.3	AL834286	84144	ENSG00000097096		OTTHUMG00000009956		Q5VT97
HGNC:19824	SYF2	SYF2 pre-mRNA-splicing factor	Approved	CBPIN	p29, DKFZp564O2082, NTC31, fSAP29	1p36.11	AF273089	25949	ENSG00000117614	NM_015484	OTTHUMG00000043610	607090	O95926
HGNC:11491	SYK	spleen tyrosine kinase	Approved			9q22	L28824	6850	ENSG00000165025		OTTHUMG00000020200	600085	P43405
HGNC:22935	SYMPK	symplekin	Approved		SYM, SPK	19q13.3	U49240	8189	ENSG00000125755	NM_004819	OTTHUMG00000150151	602388	Q92797
HGNC:11494	SYN1	synapsin I	Approved			Xp11.2		6853	ENSG00000008056	NM_006950	OTTHUMG00000021454	313440	P17600
HGNC:11495	SYN2	synapsin II	Approved		SYNII, SYNIIa, SYNIIb	3p25.2		6854	ENSG00000157152	NM_133625	OTTHUMG00000155335	600755	Q92777
HGNC:11496	SYN3	synapsin III	Approved			22q12.3	AF046873	8224	ENSG00000185666		OTTHUMG00000031004	602705	O14994
HGNC:28897	SYNC	syncoilin, intermediate filament protein	Approved	SYNC1	SYNCOILIN	1p35.1	AK024707	81493	ENSG00000162520	NM_030786	OTTHUMG00000008087	611750	Q9H7C4
HGNC:16918	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Approved		NSAP1, GRY-RBP, dJ3J17.2, HNRPQ1, hnRNP-Q, HNRNPQ	6q14-q15	AF037448	10492	ENSG00000135316	NM_006372	OTTHUMG00000015141		O60506
HGNC:15885	SYNDIG1	synapse differentiation inducing 1	Approved	C20orf39, TMEM90B	FLJ14220, IFITMD5, SynDIG1	20p11.21	AK024282	79953	ENSG00000101463	NM_024893	OTTHUMG00000032104	614311	Q9H7V2
HGNC:32388	SYNDIG1L	synapse differentiation inducing 1-like	Approved	TMEM90A	capucin, IFITMD4	14q24.3		646658	ENSG00000183379	XM_938515	OTTHUMG00000171210	609999	A6NDD5
HGNC:17089	SYNE1	spectrin repeat containing, nuclear envelope 1	Approved	C6orf98	SYNE-1B, KIAA0796, 8B, Nesprin-1, enaptin, MYNE1, CPG2, dJ45H2.2, SCAR8, ARCA1, Nesp1	6q25.2	AB018339	23345	ENSG00000131018	NM_182961	OTTHUMG00000015841	608441	Q8NF91
HGNC:17084	SYNE2	spectrin repeat containing, nuclear envelope 2	Approved		SYNE-2, DKFZP434H2235, Nesprin-2, NUANCE, NUA, KIAA1011, Nesp2	14q23.2	AB023228	23224	ENSG00000054654	NM_182914	OTTHUMG00000140349	608442	Q8WXH0
HGNC:19861	SYNE3	spectrin repeat containing, nuclear envelope family member 3	Approved	C14orf49	FLJ25605, NET53, Nesprin-3, Nesp3	14q32.13	AK098471	161176	ENSG00000176438	NM_152592	OTTHUMG00000171632	610861	Q6ZMZ3
HGNC:26703	SYNE4	spectrin repeat containing, nuclear envelope family member 4	Approved	C19orf46, DFNB76	FLJ36445, Nesprin-4, Nesp4	19q13.12	BC038360	163183	ENSG00000181392	NM_001039876	OTTHUMG00000048135	615535	Q8N205
HGNC:11497	SYNGAP1	synaptic Ras GTPase activating protein 1	Approved		SYNGAP, RASA5, KIAA1938	6p21.3	AB067525	8831	ENSG00000197283	XM_166407	OTTHUMG00000031096	603384	Q96PV0
HGNC:11498	SYNGR1	synaptogyrin 1	Approved			22q13	AJ002303	9145	ENSG00000100321	NM_004711	OTTHUMG00000030978	603925	O43759
HGNC:11499	SYNGR2	synaptogyrin 2	Approved			17q25.3	AJ002308	9144	ENSG00000108639		OTTHUMG00000177457	603926	O43760
HGNC:11501	SYNGR3	synaptogyrin 3	Approved			16p13.3	AJ002309	9143	ENSG00000127561		OTTHUMG00000128711	603927	O43761
HGNC:11502	SYNGR4	synaptogyrin 4	Approved			19q13.3	AJ011733	23546	ENSG00000105467		OTTHUMG00000183214	608373	O95473
HGNC:11503	SYNJ1	synaptojanin 1	Approved		INPP5G, PARK20	21q22.2	AF009040	8867	ENSG00000159082	NM_003895	OTTHUMG00000064926	604297	O43426
HGNC:11504	SYNJ2	synaptojanin 2	Approved		INPP5H	6q25.3	AB002346	8871	ENSG00000078269	NM_003898	OTTHUMG00000015904	609410	O15056
HGNC:18955	SYNJ2BP	synaptojanin 2 binding protein	Approved		Arip2	14q24.2	AK002133	55333	ENSG00000213463	NM_018373	OTTHUMG00000171240	609411	P57105
HGNC:24466	SYNM	synemin, intermediate filament protein	Approved	DMN	KIAA0353, SYN	15q26.3	AK026420	23336	ENSG00000182253	NM_145728		606087	O15061
HGNC:30672	SYNPO	synaptopodin	Approved		KIAA1029	5q33.1	AF499137	11346	ENSG00000171992	NM_007286	OTTHUMG00000130078	608155	Q8N3V7
HGNC:17732	SYNPO2	synaptopodin 2	Approved		MYOPODIN	4q26	AJ010482	171024	ENSG00000172403		OTTHUMG00000161165		Q9UMS6
HGNC:23532	SYNPO2L	synaptopodin 2-like	Approved		FLJ12921	10q22.3	AK022983	79933	ENSG00000166317	NM_024875	OTTHUMG00000018471		Q9H987
HGNC:16507	SYNPR	synaptoporin	Approved		MGC26651, SPO	3p14.3	AF411860	132204	ENSG00000163630		OTTHUMG00000158699		Q8TBG9
HGNC:557	SYNRG	synergin, gamma	Approved	AP1GBP1	SYNG, MGC104959	17q12	AF169548	11276	ENSG00000275066	NM_007247	OTTHUMG00000188473	607291	Q9UMZ2
HGNC:11506	SYP	synaptophysin	Approved		MRX96	Xp11.23-p11.22	X06389	6855	ENSG00000102003	NM_003179	OTTHUMG00000034557	313475	P08247
HGNC:11507	SYPL1	synaptophysin-like 1	Approved	SYPL		7q22.2			ENSG00000008282		OTTHUMG00000157587		Q16563
HGNC:27638	SYPL2	synaptophysin-like 2	Approved		Mg29	1p13.3	AK131459	284612	ENSG00000143028	NM_001006603	OTTHUMG00000010969		Q5VXT5
HGNC:16162	SYS1	Sys1 golgi trafficking protein	Approved	C20orf169	dJ453C12.4	20q13.12	AL021578	90196	ENSG00000204070	NM_033542	OTTHUMG00000032579	612979	Q8N2H4
HGNC:11509	SYT1	synaptotagmin I	Approved	SYT, SVP65	P65	12q21.2		6857	ENSG00000067715	NM_005639	OTTHUMG00000134326	185605	P21579
HGNC:11510	SYT2	synaptotagmin II	Approved			1q32.1	AK090672	127833	ENSG00000143858	NM_177402	OTTHUMG00000041388	600104	Q8N9I0
HGNC:11511	SYT3	synaptotagmin III	Approved			19q13.33	AL136594	84258	ENSG00000213023	NM_032298	OTTHUMG00000183064	600327	Q9BQG1
HGNC:11512	SYT4	synaptotagmin IV	Approved		KIAA1342, HsT1192	18q12.3	BC036538	6860	ENSG00000132872	NM_020783	OTTHUMG00000132610	600103	Q9H2B2
HGNC:11513	SYT5	synaptotagmin V	Approved			19q13.42	X96783	6861	ENSG00000129990	NM_003180	OTTHUMG00000180669	600782	O00445
HGNC:18638	SYT6	synaptotagmin VI	Approved			1p13.1		148281	ENSG00000134207	NM_205848	OTTHUMG00000011755	607718	Q5T7P8
HGNC:11514	SYT7	synaptotagmin VII	Approved	PCANAP7	IPCA-7, SYT-VII, MGC150517	11q12.2	AF038535	9066	ENSG00000011347	NM_004200	OTTHUMG00000168199	604146	O43581
HGNC:19264	SYT8	synaptotagmin VIII	Approved		DKFZp434K0322	11p15.5	AL137708	90019	ENSG00000149043		OTTHUMG00000009026	607719	Q8NBV8
HGNC:19265	SYT9	synaptotagmin IX	Approved			11p15.4	AK055003	143425	ENSG00000170743	NM_175733	OTTHUMG00000165499	613528	Q86SS6
HGNC:19266	SYT10	synaptotagmin X	Approved			12p11	AY198413	341359	ENSG00000110975	NM_198992	OTTHUMG00000169269		Q6XYQ8
HGNC:19239	SYT11	synaptotagmin XI	Approved		KIAA0080, MGC10881, MGC17226, DKFZp781D015	1q22	D38522	23208	ENSG00000132718	NM_152280	OTTHUMG00000014105	608741	Q9BT88
HGNC:18381	SYT12	synaptotagmin XII	Approved		SRG1	11q13.2	AK024280	91683	ENSG00000173227	NM_177963	OTTHUMG00000167101	606436	Q8IV01
HGNC:14962	SYT13	synaptotagmin XIII	Approved		KIAA1427	11p11.2	AB037848	57586	ENSG00000019505	NM_020826	OTTHUMG00000166504	607716	Q7L8C5
HGNC:23143	SYT14	synaptotagmin XIV	Approved		sytXIV, FLJ34198	1q32.2	AK091517	255928	ENSG00000143469	NM_153262	OTTHUMG00000036652	610949	Q8NB59
HGNC:17167	SYT15	synaptotagmin XV	Approved		CHR10SYT	10q11.1	AJ303363	83849	ENSG00000204176	NM_031912	OTTHUMG00000018103	608081	Q9BQS2
HGNC:23142	SYT16	synaptotagmin XVI	Approved	SYT14L	yt14r, CHR14SYT, Strep14	14q23.2	BC040924	83851	ENSG00000139973	NM_031914	OTTHUMG00000171106	610950	Q17RD7
HGNC:24119	SYT17	synaptotagmin XVII	Approved			16p12.3		51760	ENSG00000103528	NM_016524	OTTHUMG00000131461		Q9BSW7
HGNC:15584	SYTL1	synaptotagmin-like 1	Approved		SLP1, JFC1, FLJ14996, exophilin-7	1p35.3	AK027902	84958	ENSG00000142765	NM_032872	OTTHUMG00000005770	608042	Q8IYJ3
HGNC:15585	SYTL2	synaptotagmin-like 2	Approved		FLJ20163, FLJ21219, KIAA1597, exophilin-4, CHR11SYT, SLP2, SGA72M, MGC102768, PPP1R151	11q14.1	AJ303364	54843	ENSG00000137501	NM_206927	OTTHUMG00000166977	612880	Q9HCH5
HGNC:15587	SYTL3	synaptotagmin-like 3	Approved		SLP3, exophilin-6	6q25.3	AK055750	94120	ENSG00000164674		OTTHUMG00000015916		Q4VX76
HGNC:15588	SYTL4	synaptotagmin-like 4	Approved			Xq21.33		94121	ENSG00000102362	NM_080737	OTTHUMG00000022004	300723	Q96C24
HGNC:15589	SYTL5	synaptotagmin-like 5	Approved			Xp21.1		94122	ENSG00000147041	NM_138780	OTTHUMG00000033176		Q8TDW5
HGNC:20738	SYVN1	synovial apoptosis inhibitor 1, synoviolin	Approved		HRD1, DER3	11q13	AB085847	84447	ENSG00000162298	NM_032431		608046	Q86TM6
HGNC:30232	SZRD1	SUZ RNA binding domain containing 1	Approved	C1orf144	DKFZp566C0424	1p36.13	BC010631	26099	ENSG00000055070	NM_015609	OTTHUMG00000002217		Q7Z422
HGNC:29040	SZT2	seizure threshold 2 homolog (mouse)	Approved	C1orf84, KIAA0467	FLJ10387, SZT2B, RP11-506B15.1, FLJ34502, SZT2A	1p34.2	AB007936	23334	ENSG00000198198	NM_015284	OTTHUMG00000007423	615463	Q5T011
HGNC:11515	T	T brachyury transcription factor	Approved			6q27	AJ001699	6862	ENSG00000164458	NM_003181	OTTHUMG00000015991	601397	O15178
HGNC:17734	TAAR1	trace amine associated receptor 1	Approved	TRAR1	TAR1, TA1	6q23.1	AY180374	134864	ENSG00000146399	NM_138327	OTTHUMG00000015583	609333	Q96RJ0
HGNC:4514	TAAR2	trace amine associated receptor 2	Approved	GPR58		6q24	AF112460	9287	ENSG00000146378	NM_014626	OTTHUMG00000015585	604849	Q9P1P5
HGNC:4513	TAAR3	trace amine associated receptor 3 (gene/pseudogene)	Approved	GPR57		6q23-q24	AF112461	9288	ENSG00000179073		OTTHUMG00000015584		Q9P1P4
HGNC:30236	TAAR5	trace amine associated receptor 5	Approved		PNR	6q23.2	AF021818	9038	ENSG00000135569	NM_003967	OTTHUMG00000015581	607405	O14804
HGNC:20978	TAAR6	trace amine associated receptor 6	Approved	TRAR4	TA4	6q23.1	AF380192	319100	ENSG00000146383	NM_175067	OTTHUMG00000015579	608923	Q96RI8
HGNC:14964	TAAR8	trace amine associated receptor 8	Approved	GPR102, TRAR5	TA5, TAR5	6q23.2	AF380193	83551	ENSG00000146385	NM_053278	OTTHUMG00000015586	606927	Q969N4
HGNC:20977	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	Approved	TRAR3	TA3, TAR3	6q23.2	AF380189	134860	ENSG00000237110	NM_175057	OTTHUMG00000015578	608282	Q96RI9
HGNC:18157	TAB1	TGF-beta activated kinase 1/MAP3K7 binding protein 1	Approved	MAP3K7IP1		22q13.1	U49928	10454	ENSG00000100324	NM_153497	OTTHUMG00000151102	602615	Q15750
HGNC:17075	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Approved	MAP3K7IP2	KIAA0733	6q25.1	AF241230	23118	ENSG00000055208		OTTHUMG00000015783	605101	Q9NYJ8
HGNC:30681	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	Approved	MAP3K7IP3		Xp21.2	AY331591	257397	ENSG00000157625	NM_152787	OTTHUMG00000021329	300480	Q8N5C8
HGNC:11517	TAC1	tachykinin, precursor 1	Approved	TAC2, NKNA	NPK	7q21-q22	M68907	6863	ENSG00000006128	NM_003182	OTTHUMG00000154069	162320	P20366
HGNC:11521	TAC3	tachykinin 3	Approved	NKNB	ZNEUROK1, NKB	12q13.3	AF186112	6866	ENSG00000166863	NM_001006667	OTTHUMG00000156958	162330	Q9UHF0
HGNC:16641	TAC4	tachykinin 4 (hemokinin)	Approved		HK-1, Pptc, PPT-C	17q21.33	AF521560	255061	ENSG00000176358	NM_170685	OTTHUMG00000161830	607833	Q86UU9
HGNC:11522	TACC1	transforming, acidic coiled-coil containing protein 1	Approved			8p11	AF049910	6867	ENSG00000147526	NM_006283	OTTHUMG00000164018	605301	O75410
HGNC:11523	TACC2	transforming, acidic coiled-coil containing protein 2	Approved		AZU-1	10q26	AF095791	10579	ENSG00000138162		OTTHUMG00000019181	605302	O95359
HGNC:11524	TACC3	transforming, acidic coiled-coil containing protein 3	Approved		ERIC1	4p16.3	AF093543	10460	ENSG00000013810		OTTHUMG00000089535	605303	Q9Y6A5
HGNC:24316	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	Approved	CCDC44		17q23.3	BC005049	51204		NM_016360		612958	Q9BSH4
HGNC:11526	TACR1	tachykinin receptor 1	Approved	TAC1R	SPR, NK1R, NKIR	2p13.1-p12	M76675	6869	ENSG00000115353	NM_001058	OTTHUMG00000129973	162323	P25103
HGNC:11527	TACR2	tachykinin receptor 2	Approved	TAC2R, NKNAR	SKR, NK2R	10q22.1		6865	ENSG00000075073		OTTHUMG00000018377	162321	P21452
HGNC:11528	TACR3	tachykinin receptor 3	Approved		NK3R	4q25	M89473	6870	ENSG00000169836	NM_001059	OTTHUMG00000131124	162332	P29371
HGNC:11530	TACSTD2	tumor-associated calcium signal transducer 2	Approved	M1S1	TROP2, GA733-1, EGP-1	1p32	X77753	4070	ENSG00000184292	NM_002353	OTTHUMG00000010067	137290	P09758
HGNC:30631	TADA1	transcriptional adaptor 1	Approved	TADA1L	STAF42, ADA1, hADA1, HFI1	1q24.1	BC015401	117143	ENSG00000152382	NM_053053	OTTHUMG00000034321	612763	Q96BN2
HGNC:11531	TADA2A	transcriptional adaptor 2A	Approved	TADA2L	ADA2, hADA2, ADA2A	17q12-q21	AK022767	6871	ENSG00000276234	NM_001488	OTTHUMG00000188469	602276	O75478
HGNC:30781	TADA2B	transcriptional adaptor 2B	Approved		MGC21874	4p16.1	AK026299	93624	ENSG00000173011	NM_152293	OTTHUMG00000159983	608790	Q86TJ2
HGNC:19422	TADA3	transcriptional adaptor 3	Approved	TADA3L	FLJ20221, FLJ21329, ADA3, hADA3, NGG1	3p25.3	AF069733	10474	ENSG00000171148		OTTHUMG00000128440	602945	O75528
HGNC:11535	TAF1	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 250kDa	Approved	TAF2A, BA2R, CCG1, CCGS, DYT3	NSCL2, TAFII250, KAT4, DYT3/TAF1	Xq13.1		6872	ENSG00000147133	NM_004606	OTTHUMG00000022723	313650	P21675
HGNC:11532	TAF1A	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa	Approved		TAFI48, SL1	1q42	L39060	9015	ENSG00000143498	NM_005681	OTTHUMG00000037544	604903	Q15573
HGNC:11533	TAF1B	TATA box binding protein (TBP)-associated factor, RNA polymerase I, B, 63kDa	Approved		TAFI63, SL1, RAF1B, RAFI63	2p25	L39061	9014	ENSG00000115750	NM_005680	OTTHUMG00000151673	604904	Q53T94
HGNC:11534	TAF1C	TATA box binding protein (TBP)-associated factor, RNA polymerase I, C, 110kDa	Approved		TAFI110, TAFI95, SL1, MGC:39976	16q24	L39059	9013		NM_139353		604905	Q15572
HGNC:28759	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	Approved	JOSD3	MGC5306, TAF(I)41	11q21		79101	ENSG00000166012	NM_024116	OTTHUMG00000167451	612823	Q9H5J8
HGNC:18056	TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	Approved			9p12	AF390562	138474	ENSG00000122728		OTTHUMG00000019747	607798	Q8IZX4
HGNC:11536	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	Approved	TAF2B	TAFII150, CIF150	8q24	AF040701	6873	ENSG00000064313	NM_003184	OTTHUMG00000165009	604912	Q6P1X5
HGNC:17303	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	Approved		TAF140, TAFII140	10p15.1	AJ292190	83860	ENSG00000165632	NM_031923	OTTHUMG00000017643	606576	Q5VWG9
HGNC:11537	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	Approved	TAF4A, TAF2C1, TAF2C	TAFII130, TAFII135	20q13.33	Y11354	6874	ENSG00000130699	NM_003185	OTTHUMG00000032893	601796	O00268
HGNC:11538	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	Approved	TAF2C2	TAFII105	18q11.1	Y09321	6875		NM_005640		601689	Q92750
HGNC:11539	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	Approved	TAF2D	TAFII100	10q24-q25.2	X95525	6877	ENSG00000148835		OTTHUMG00000018985	601787	Q15542
HGNC:17304	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	Approved		PAF65B	1q42.11-q42.3	AF069736	27097	ENSG00000135801	NM_014409	OTTHUMG00000039463		O75529
HGNC:11540	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	Approved	TAF2E	TAFII70, TAFII80, MGC:8964, TAFII85	7q		6878	ENSG00000106290	NM_005641	OTTHUMG00000154771	602955	P49848
HGNC:17305	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	Approved		PAF65A	11q12.3	BC008785	10629	ENSG00000162227	NM_006473	OTTHUMG00000167610	602946	Q9Y6J9
HGNC:11541	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	Approved	TAF2F	TAFII55	5q31	AF349038	6879	ENSG00000178913	NM_005642	OTTHUMG00000129628	600573	Q15545
HGNC:11548	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	Approved	TAF2Q	CT40	Xq22.1	AF285595	54457	ENSG00000102387		OTTHUMG00000022021	300314	Q5H9L4
HGNC:17300	TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	Approved	TBN	FLJ32821, TAF(II)43	6p21.1	AK057383	129685	ENSG00000137413	NM_138572	OTTHUMG00000014692	609514	Q7Z7C8
HGNC:11542	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	Approved	TAF2G	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004	5q13.2	U21858	6880	ENSG00000273841		OTTHUMG00000099359	600822	Q16594
HGNC:17306	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	Approved	TAF9L	TAFII31L, DN-7, DN7, TFIID-31	Xq13.1-q21.1	AF220509	51616	ENSG00000187325	NM_015975	OTTHUMG00000021887	300754	Q9HBM6
HGNC:11543	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	Approved	TAF2H, TAF2A	TAFII30	11p15.5-p15.2	U13991, U25816	6881	ENSG00000166337	NM_006284	OTTHUMG00000133402	600475	Q12962
HGNC:11544	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	Approved	TAF2I	TAFII28	6p21	X83928	6882	ENSG00000064995	NM_005643	OTTHUMG00000014556	600772	Q15544
HGNC:11545	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	Approved	TAF2J	TAFII20	1p35	BC011986	6883	ENSG00000120656	NM_005644	OTTHUMG00000003655	600773	Q16514
HGNC:11546	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	Approved	TAF2K	TAFII18	1p13.3	XM_496381	6884	ENSG00000197780	NM_005645	OTTHUMG00000042363	600774	Q15543
HGNC:11547	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	Approved	TAF2N	hTAFII68, RBP56, Npl3	17q11.1-q11.2	U51334	8148		NM_139215		601574	Q92804
